ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,DATE
O20180604000540,CA,00-08,PART A PROVIDER - HOSPICE,1992295075,N,A11520,8628333168,ST MARY'S HOSPICE AND PALLIATIVE CARE INC,,04/17/2018,CA,CORPORATION,,P,15300 VENTURA BLVD,STE 309,SHERMAN OAKS,CA,914035816,01/2025
O20180605000856,MI,00-08,PART A PROVIDER - HOSPICE,1083118921,N,231518,8325303837,MICHIGAN PALLIATIVE & HOSPICE CARE LLC,,11/13/2017,MI,LLC,,P,32255 NORTHWESTERN HWY,STE 197,FARMINGTON HILLS,MI,483341566,01/2025
O20180608000347,PA,00-08,PART A PROVIDER - HOSPICE,1841261237,N,391521,2961310446,LEHIGH VALLEY HOSPITAL,LEHIGH VALLEY HOSPICE,05/20/1971,PA,CORPORATION,,N,2024 LEHIGH STREET,SUITE 100,ALLENTOWN,PA,181034938,01/2025
O20180608000933,MA,00-08,PART A PROVIDER - HOSPICE,1598252249,N,221611,1355696659,"CARING HOSPICE SERVICES OF MASSACHUSETTS, LLC",,04/18/2018,MA,LLC,,P,1208A VFW PKWY,STE 204,WEST ROXBURY,MA,21324338,01/2025
O20180608001050,GA,00-08,PART A PROVIDER - HOSPICE,1306350772,N,851504,8022372549,"HOMESTEAD HOSPICE OF SOUTH GEORGIA, LLC",,11/02/2017,GA,LLC,,P,126 S ACCESS RD,,CHULA,GA,317334204,01/2025
O20180613001882,NV,00-08,PART A PROVIDER - HOSPICE,1104313733,N,291528,7911050513,"ORION HOMECARE, LLC",ENHABIT HOSPICE,06/15/2009,ID,LLC,,P,6655 S CIMARRON RD,STE 250A,LAS VEGAS,NV,891132180,01/2025
O20180613002404,TX,00-08,PART A PROVIDER - HOSPICE,1376058925,N,741744,7214282334,TRUE HEART HOSPICE,,11/21/2017,WY,LLC,,P,7719 WOOD HOLLOW DR,STE 216,AUSTIN,TX,787311634,01/2025
O20180614002476,CA,00-08,PART A PROVIDER - HOSPICE,1245722651,N,B21601,9537414529,MOUNT SINAI HOSPICE INC,,12/21/2016,CA,CORPORATION,,P,6819 SEPULVEDA BLVD,STE 302A,VAN NUYS,CA,914054464,01/2025
O20180618001376,CA,00-08,PART A PROVIDER - HOSPICE,1205260130,N,A01653,6204181183,CANYON LAKE HOSPICE INC,GOOD HEART HOSPICE & PALLIATIVE CARE,08/28/2013,CA,CORPORATION,,P,41661 ENTERPRISE CIR N,STE 217,TEMECULA,CA,925905629,01/2025
O20180618002022,AZ,00-08,PART A PROVIDER - HOSPICE,1801384672,N,31685,1355696253,NEW LIFE HOSPICE LLC,UPLIFT HOSPICE,03/26/2018,AS,LLC,,P,8777 E VIA DE VENTURA,STE 280,SCOTTSDALE,AZ,852583399,01/2025
O20180618002501,CA,00-08,PART A PROVIDER - HOSPICE,1316358880,N,921672,446505358,SERENDIPITE HEALTHCARE GROUP,SUNNYSIDE HOSPICE AND PALLIATIVE CARE,02/21/2018,CA,CORPORATION,,P,12419 LEWIS ST,STE 106,GARDEN GROVE,CA,928404655,01/2025
O20180620002223,OH,00-08,PART A PROVIDER - HOSPICE,1174010581,N,361676,3971858630,ASANA HOSPICE CLEVELAND LLC,PATHWAYS HOSPICE AND PALLIATIVE CARE,03/14/2018,DE,LLC,,P,885 W BAGLEY ROAD,,BEREA,OH,440172903,01/2025
O20180620003224,TX,00-08,PART A PROVIDER - HOSPICE,1932696572,N,671656,1658530860,"HOSPICE CARE TEAM, INC.",HOSPICE CARE TEAM,05/22/1981,TX,CORPORATION,,N,2390 EASTEX FWY,,BEAUMONT,TX,777034638,01/2025
O20180621002286,TX,00-08,PART A PROVIDER - HOSPICE,1659881761,N,971502,4082969621,SHALEM HOSPICE CARE LLC,,,,LLC,,P,2611 N BELT LINE RD,STE 127A,SUNNYVALE,TX,751829356,01/2025
O20180622000067,CA,00-08,PART A PROVIDER - HOSPICE,1750804712,N,A01572,244585891,VALLEY REGIONAL HOSPICE INC,,01/12/2017,CA,CORPORATION,,P,6311 N FRESNO ST,STE 103,FRESNO,CA,937105293,01/2025
O20180622002179,TX,00-08,PART A PROVIDER - HOSPICE,1275644353,N,451727,3577756329,"A*MED COMMUNITY HOSPICE- AUSTIN, LLC",CHOICE HEALTH AT HOME,09/26/2011,TX,CORPORATION,,P,5151 FLYNN PKWY,STE 406A,CORPUS CHRISTI,TX,784114318,01/2025
O20180627000039,MI,00-08,PART A PROVIDER - HOSPICE,1881110815,N,231671,9830444223,OPEN ARMS HOSPICE INC.,,08/16/2016,MI,CORPORATION,,P,39500 W 10 MILE RD,,NOVI,MI,483752947,01/2025
O20180627000177,CA,00-08,PART A PROVIDER - HOSPICE,1295277192,N,A01646,2365797750,HEALTHFLEX HOSPICE,,08/25/2016,CA,CORPORATION,,P,7677 OAKPORT ST,STE 920,OAKLAND,CA,946211929,01/2025
O20180628002347,CA,00-08,PART A PROVIDER - HOSPICE,1437519790,N,A01604,2668728973,HONEST HEALTH CARE INC,HONEST HOSPICE,01/22/2016,CA,CORPORATION,,P,8622 RESEDA BLVD,STE 218,NORTHRIDGE,CA,913244085,01/2025
O20180702002368,WI,00-08,PART A PROVIDER - HOSPICE,1184136939,N,521602,6709132962,LEGACY HOSPICE CARES LLC,,10/30/2017,WI,LLC,,P,850 ELM GROVE RD,STE 21,ELM GROVE,WI,531222527,01/2025
O20180703000416,IL,00-08,PART A PROVIDER - HOSPICE,1477007458,N,141698,1658627740,MAPLE CREEK HOSPICE INC,,09/15/2016,IL,CORPORATION,,P,706 S SAINT LOUIS ST,,SPARTA,IL,622861940,01/2025
O20180703000674,CT,00-08,PART A PROVIDER - HOSPICE,1619491107,N,71545,7416990569,"VISITING NURSE ASSOCIATION OF RIDGEFIELD, INC",RIDGEFIELD VISITING NURSE ASSOCIATION,12/21/1940,CT,CORPORATION,,N,27 GOVERNOR ST,,RIDGEFIELD,CT,68774608,01/2025
O20180703001757,IN,00-08,PART A PROVIDER - HOSPICE,1861989998,N,151629,8921354044,COMFORT 1 HOSPICE LLC,,06/23/2017,IN,LLC,,P,129 S DIXIE WAY,STE B,SOUTH BEND,IN,466373392,01/2025
O20180705000100,CA,00-08,PART A PROVIDER - HOSPICE,1114419447,N,A11694,9133475197,"CREED HOSPICE, INC",,04/22/2018,CA,CORPORATION,,P,12501 CHANDLER BLVD,STE 206,VALLEY VILLAGE,CA,916071946,01/2025
O20180705000533,UT,00-08,PART A PROVIDER - HOSPICE,1538677547,N,461625,3678829637,AHC HOME HEALTH OF ST GEORGE LLC,ADVANCED HOSPICE OF ST. GEORGE,01/10/2018,UT,LLC,,P,1934 E RIVERSIDE DR,,ST GEORGE,UT,847908034,01/2025
O20180705000923,CO,00-08,PART A PROVIDER - HOSPICE,1851896906,N,61600,2163778143,COLORADO PALLIATIVE & HOSPICE CARE LLC,,03/29/2018,CO,LLC,,P,6551 S REVERE PKWY,STE 130,CENTENNIAL,CO,801116410,01/2025
O20180710001530,CO,00-08,PART A PROVIDER - HOSPICE,1528563673,N,61595,3375899180,COLORADO PALLIATIVE & HOSPICE CARE OF COLORADO SPRINGS LLC,,03/29/2018,CO,LLC,,P,4775 CENTENNIAL BLVD,STE 160,COLORADO SPRINGS,CO,809193302,01/2025
O20180716002788,TX,00-08,PART A PROVIDER - HOSPICE,1659889871,N,741784,6103173679,VARCO HOSPICE LLC,,12/29/2017,TX,LLC,,P,1880 S DAIRY ASHFORD RD,STE 402,HOUSTON,TX,770774781,01/2025
O20180717003067,GA,00-08,PART A PROVIDER - HOSPICE,1073028171,N,851507,4587911946,HANDS OF GRACE HOSPICE LLC,,10/17/2017,GA,LLC,,P,119 DAVIS RD,STE 6A,AUGUSTA,GA,309070223,01/2025
O20180718003189,NC,00-08,PART A PROVIDER - HOSPICE,1386140945,N,341601,3375452519,NOVANT HEALTH ROWAN MEDICAL CENTER LLC,NOVANT HEALTH HOSPICE,04/08/1933,NC,CORPORATION,,N,1229 STATESVILLE BLVD,,SALISBURY,NC,281442234,01/2025
O20180723001401,MO,00-08,PART A PROVIDER - HOSPICE,1669965273,N,261514,4688561814,GOLDEN VALLEY MEMORIAL HOSPITAL DISTRICT,GVMH HOSPICE,,,OTHER,RSMO CH 206 HOSP DISTRICT,N,725 E OHIO ST,,CLINTON,MO,647352357,01/2025
O20180726002570,GA,00-08,PART A PROVIDER - HOSPICE,1194230763,N,851500,8527315126,GRACE HOSPICE SERVICES LLC,,07/23/2017,GA,LLC,,P,2398 LENORA CHURCH RD,STE 103,SNELLVILLE,GA,300786921,01/2025
O20180730001838,TX,00-08,PART A PROVIDER - HOSPICE,1922503358,N,671595,5193073716,AVE MARIA HOSPICE OF FREDERICKSBURG LLC,AVE MARIA HOSPICE,03/20/2018,TX,LLC,,P,204 S ADAMS ST,STE A,FREDERICKSBURG,TX,786244118,01/2025
O20180731003617,NV,00-08,PART A PROVIDER - HOSPICE,1811482821,N,291501,8527316074,LHCG CXXXXIV LLC,ST MARY'S HOSPICE OF NORTHERN NEVADA,06/15/2018,NV,LLC,,P,6490 S MCCARRAN BLVD,STE B13,RENO,NV,895096120,01/2025
O20180806001913,CA,00-08,PART A PROVIDER - HOSPICE,1750895496,N,B21732,3274881339,AMORE HOSPICE INC,,09/15/2017,CA,CORPORATION,,P,2648 INTERNATIONAL BLVD,STE 301,OAKLAND,CA,946011580,01/2025
O20180807002248,TX,00-08,PART A PROVIDER - HOSPICE,1932467859,N,741583,1850649880,ANCHOR HOSPICE LLC,ANCHOR HOSPICE,03/19/2020,TX,LLC,,P,3100 TIMMONS LN,STE 265,HOUSTON,TX,770275964,01/2025
O20180810001175,CA,00-08,PART A PROVIDER - HOSPICE,1720577554,N,A01757,6002171238,KERN HOSPICE CARE INC,AASTA HOSPICE,03/13/2018,CA,CORPORATION,,P,2920 F ST,STE I10,BAKERSFIELD,CA,933011829,01/2025
O20180810001407,CA,00-08,PART A PROVIDER - HOSPICE,1912302381,N,A01676,5193073989,A ONE HOSPICE INC,,10/17/2014,CA,CORPORATION,,P,5301 LAUREL CANYON BLVD,STE 223,VALLEY VILLAGE,CA,916072790,01/2025
O20180814003300,SC,00-08,PART A PROVIDER - HOSPICE,1538638994,N,421533,345501649,"INSPIRIUM IHC UPSTATE, LLC",INTERIM HEALTHCARE OF THE UPSTATE,08/02/2017,SC,LLC,,P,100 VERDAE BLVD,STE 300,GREENVILLE,SC,296073857,01/2025
O20180816002152,GA,00-08,PART A PROVIDER - HOSPICE,1427548676,N,111799,7416121702,"SACRED JOURNEY HOSPICE, LLC",,02/21/2001,GA,LLC,,P,60 OAK HILL BLVD,STE 203,NEWNAN,GA,302652314,01/2025
O20180817001849,TX,00-08,PART A PROVIDER - HOSPICE,1801399787,N,741795,6406032853,"THE LEGACY AT HOME, INC.",,02/03/2010,TX,CORPORATION,,N,6101 OHIO DR,STE 100,PLANO,TX,750242722,01/2025
O20180817003118,TX,00-08,PART A PROVIDER - HOSPICE,1386626588,N,451730,9537418959,TRADITIONS HOSPICE OF ENNIS LLC,TRADITIONS HEALTH,02/28/2018,DE,LLC,,P,371 SOLON RD,STE 100B,WAXAHACHIE,TX,751652079,01/2025
O20180821002692,CA,00-08,PART A PROVIDER - HOSPICE,1093196214,N,A01579,7416206685,AM - PM HOSPICE SERVICES,,05/07/2018,CA,CORPORATION,,P,1155 N CENTRAL AVE,STE 104,GLENDALE,CA,912022527,01/2025
O20180823002642,PA,00-08,PART A PROVIDER - HOSPICE,1841778610,N,391786,5092865204,"INTERIM HEALTHCARE HOSPICE OF WESTERN PENNSYLVANIA, INC.",INTERIM HEALTHCARE HOSPICE OF NORTHWEST PENNSYLVANIA,12/19/2008,PA,CORPORATION,,P,2202-2212 WEST 15TH ST,,ERIE,PA,165054034,01/2025
O20180827000227,MO,00-08,PART A PROVIDER - HOSPICE,1245597285,N,261658,5799945812,INTREPID OF MISSOURI INC,INTREPID USA HOSPICE,06/30/2003,MN,CORPORATION,,P,4311 S NATIONAL AVE,,SPRINGFIELD,MO,658102607,01/2025
O20180829001455,CA,00-08,PART A PROVIDER - HOSPICE,1053891176,N,A01780,5698025435,ORISON HOSPICE INC,,03/23/2018,CA,CORPORATION,,P,5958 VINELAND AVE,# 1,NORTH HOLLYWOOD,CA,916011329,01/2025
O20180905002553,MN,00-08,PART A PROVIDER - HOSPICE,1902343353,N,241611,4486904851,AVALON HOSPICE MINNESOTA LLC,GENTIVA,11/11/2015,DE,LLC,,P,1821 UNIVERSITY AVE W,STE 252,SAINT PAUL,MN,551042872,01/2025
O20180906002264,CA,00-08,PART A PROVIDER - HOSPICE,1346764776,N,B21664,9830449180,ALLY HOSPICE CORPORATION,ALLY HOSPICE,10/06/2014,CA,CORPORATION,,P,202 E AIRPORT DR,STE 240,SAN BERNARDINO,CA,924083404,01/2025
O20180911000463,CA,00-08,PART A PROVIDER - HOSPICE,1720569098,N,B31501,3274883392,PARTHENIA CARE INC,,02/28/2018,CA,CORPORATION,,P,8925 SEPULVEDA BLVD,STE 212,NORTH HILLS,CA,913434354,01/2025
O20180913001197,MO,00-08,PART A PROVIDER - HOSPICE,1124157169,N,261508,1658413455,CITIZENS MEMORIAL HEALTH CARE FOUNDATION,CITIZENS MEMORIAL HOSPICE,09/24/1986,MO,CORPORATION,,N,111 W BROADWAY ST,,BOLIVAR,MO,656131501,01/2025
O20180913002213,GA,00-08,PART A PROVIDER - HOSPICE,1013402353,N,851506,1658621594,"HOSPICE SERVICES OF GA, LLC",,11/15/2017,GA,LLC,,P,3744 WALTON WAY EXT,STE C,AUGUSTA,GA,309070917,01/2025
O20180914000074,TX,00-08,PART A PROVIDER - HOSPICE,1306351556,N,741794,3779833645,"CARE PLUS PALLIATIVE AND HOSPICE CARE, LLC",HEART TO HEART HOSPICE INPATIENT CENTER,02/12/2020,TX,LLC,,P,6940 RIVER PARK CIR,,FORT WORTH,TX,761160525,01/2025
O20180914000386,TX,00-08,PART A PROVIDER - HOSPICE,1518456649,N,971537,9335499201,SOVEREIGN HOSPICE INC,,04/13/2018,TX,CORPORATION,,P,1828 MEADOW TRAIL LN,,AUBREY,TX,762271446,01/2025
O20180914001390,CA,00-08,PART A PROVIDER - HOSPICE,1053815027,N,B21540,7315298205,"VALLEY BEST CARE, INC.",,02/09/2018,CA,CORPORATION,,P,908 S VILLAGE OAKS DR,STE 200,COVINA,CA,917243676,01/2025
O20180917000291,AZ,00-08,PART A PROVIDER - HOSPICE,1982117305,N,31693,2264783190,LAVENDER HOSPICE LLC,LAVENDER HOSPICE,08/21/2017,AZ,LLC,,P,20815 N 25TH PL,STE A106,PHOENIX,AZ,850504617,01/2025
O20180918000757,TX,00-08,PART A PROVIDER - HOSPICE,1780198093,N,971532,2860743648,SERENITY HEALTH SERVICES LLC,SERENITY HEALTH SOLUTIONS,03/16/2018,TX,LLC,,P,340 N SAM HOUSTON PKWY E,STE A222,HOUSTON,TX,770603305,01/2025
O20180918002675,CA,00-08,PART A PROVIDER - HOSPICE,1457712333,N,A01752,7214288034,"RADIANCE HOSPICE, INC.",RADIANCE HOSPICE AND PALLIATIVE CARE,03/10/2016,CA,CORPORATION,,P,4201 LONG BEACH BLVD,STE 412A,LONG BEACH,CA,908072022,01/2025
O20180919000159,CA,00-08,PART A PROVIDER - HOSPICE,1285115600,N,B21689,7911258785,VALLEY COMMUNITY HOSPICE INC,,05/29/2018,CA,CORPORATION,,P,911 E SAN ANTONIO DR,STE 8,LONG BEACH,CA,908072204,01/2025
O20180920000554,TX,00-08,PART A PROVIDER - HOSPICE,1639679541,N,741767,2567713126,PICC PALIATIVE CARE HOSPICE LLC,PICC HOSPICE,04/30/2018,TX,LLC,,P,11111 RICHMOND AVE,STE 130,HOUSTON,TX,770826665,01/2025
O20180921000076,NE,00-08,PART A PROVIDER - HOSPICE,1245719228,N,281511,7911258520,METHODIST FREMONT HEALTH,METHODIST FREMONT HEALTH HOSPICE,06/29/2018,NE,CORPORATION,,N,450 E 23RD ST,STE 2224,FREMONT,NE,680259803,01/2025
O20180921000563,CA,00-08,PART A PROVIDER - HOSPICE,1083164180,N,A01612,2264783810,"AMERIA HOSPICE CARE, INC.",,09/28/2016,CA,CORPORATION,,P,6819 SEPULVEDA BLVD,STE 212,VAN NUYS,CA,914054440,01/2025
O20180921000567,SC,00-08,PART A PROVIDER - HOSPICE,1124528351,N,421635,3173874724,ARCADIA HOSPICE LLC,,01/01/2018,SC,LLC,,P,1024 BERKELEY HALL BLVD,,BLUFFTON,SC,299093100,01/2025
O20180921002422,IL,00-08,PART A PROVIDER - HOSPICE,1063928315,N,141702,2365793858,TRANSITIONS HOSPICE CENTRAL ILLINOIS LLC,,,IL,LLC,,P,3011A VILLAGE OFFICE PL,,CHAMPAIGN,IL,618227696,01/2025
O20180925000908,DE,00-08,PART A PROVIDER - HOSPICE,1629560354,N,81512,2860309671,"BAYADA HOME HEALTH CARE, INC.",BAYADA HOSPICE,01/17/1975,DE,CORPORATION,,N,4250 LANCASTER PIKE,STE 308,WILMINGTON,DE,198051609,01/2025
O20181003003835,CA,00-08,PART A PROVIDER - HOSPICE,1043642952,N,A11558,840542767,"ACCORD HOSPICE AND PALLIATIVE CARE, INC.",,04/08/2013,CA,CORPORATION,,P,2934 E GARVEY AVE S,STE 212,WEST COVINA,CA,917912178,01/2025
O20181009000415,MN,00-08,PART A PROVIDER - HOSPICE,1174005953,N,241517,7911259619,CARRIS HEALTH - REDWOOD LLC,CENTRACARE - REDWOOD,08/01/2018,MN,LLC,,N,1110 E BRIDGE ST,,REDWOOD FALLS,MN,562831808,01/2025
O20181009000432,TX,00-08,PART A PROVIDER - HOSPICE,1235628629,N,741760,8426300161,PNC PALLIATIVE HOSPICE LLC,,05/01/2018,TX,LLC,,P,8321 WOODWARD ST,,HOUSTON,TX,770511329,01/2025
O20181009001529,AZ,00-08,PART A PROVIDER - HOSPICE,1093296097,N,31690,2860744414,ACACIA HOSPICE CARE INC,,07/19/2018,AZ,CORPORATION,,P,107 E 24TH ST,,YUMA,AZ,853648544,01/2025
O20181009001719,AL,00-08,PART A PROVIDER - HOSPICE,1306322854,N,11592,1557613106,SHOALS HOSPICE LLC,PREFERRED HOSPICE,07/05/2018,AL,LLC,,P,115 HELTON CT,,FLORENCE,AL,356301433,01/2025
O20181011000765,TN,00-08,PART A PROVIDER - HOSPICE,1033605886,N,441558,6002726718,MOUNTAIN STATES HEALTH ALLIANCE,BALLAD HEALTH HOSPICE,04/12/1945,TN,CORPORATION,,N,280 STEELES RD,,BRISTOL,TN,376209520,01/2025
O20181011001329,IN,00-08,PART A PROVIDER - HOSPICE,1063470946,N,151540,4587916002,MAIN STREET HOSPICE LLC,,03/12/2018,IN,LLC,,P,10 HIGHLAND AVE,,FRANKLIN,IN,461311230,01/2025
O20181015000137,PA,00-08,PART A PROVIDER - HOSPICE,1134614621,N,391513,7012824972,UPMC HOME HEALTHCARE OF CENTRAL PENNSYLVANIA,FAMILY HOSPICE,09/16/1966,PA,CORPORATION,,N,1100 GRAMPIAN BLVD,,WILLIAMSPORT,PA,177011907,01/2025
O20181016002576,TX,00-08,PART A PROVIDER - HOSPICE,1629569686,N,741790,2264784404,VMS PALLIATIVE HOSPICE CARE LLC,,,,LLC,,P,550 GREENS PKWY,STE 100,HOUSTON,TX,770674538,01/2025
O20181017001171,TX,00-08,PART A PROVIDER - HOSPICE,1639686256,N,971508,7012269210,LITTLE LANTERN HOSPICE LLC,,12/28/2017,TX,LLC,,P,4323 N JOSEY LN,STE 100,CARROLLTON,TX,750104619,01/2025
O20181017002084,CA,00-08,PART A PROVIDER - HOSPICE,1245733328,N,A01642,7012269129,AMERICAN HERITAGE HOSPICE INC,,02/22/2018,CA,CORPORATION,,P,1837 IRON POINT RD,STE 180,FOLSOM,CA,956308781,01/2025
O20181018000418,TX,00-08,PART A PROVIDER - HOSPICE,1235661679,N,971628,4284986357,BRIARGATE HEALTHCARE SERVICES INC,,03/30/2017,TX,CORPORATION,,P,3129 KINGSLEY DR,STE 830,PEARLAND,TX,775848508,01/2025
O20181018001075,CA,00-08,PART A PROVIDER - HOSPICE,1629564026,N,A01618,8527310614,AMERICAN RIVER HOSPICE SERVICES,,06/27/2018,CA,CORPORATION,,P,1451 RIVER PARK DR,STE 241,SACRAMENTO,CA,958154514,01/2025
O20181019002002,WY,00-08,PART A PROVIDER - HOSPICE,1184101529,N,531525,9931452000,"STAR VALLEY HEALTHCARE, INC.",SYMBII HOSPICE,07/24/2018,NV,CORPORATION,,P,770 S WASHINGTON ST,STE B,AFTON,WY,83110,01/2025
O20181022000178,TX,00-08,PART A PROVIDER - HOSPICE,1134616105,N,971518,9638089972,THE MEDICAL TEAM INC,,06/02/1983,VA,CORPORATION,,P,4 E STATE HIGHWAY 359,,HEBBRONVILLE,TX,783614429,01/2025
O20181022002668,TX,00-08,PART A PROVIDER - HOSPICE,1013418797,N,971554,1254684202,"RGV HOSPICE CARE, LLC",AT TWILIGHT HOSPICE & PALLIATIVE CARE,01/02/2018,TX,LLC,,P,2625 N JOSEY LN,STE 301,CARROLLTON,TX,750075546,01/2025
O20181023000556,AZ,00-08,PART A PROVIDER - HOSPICE,1508351420,N,31687,1759634637,SUNRISE HOSPICE INC,AZ SUNSET HOSPICE,01/09/2018,AZ,CORPORATION,,P,4045 E UNION HILLS DR,STE 104,PHOENIX,AZ,850503388,01/2025
O20181023002827,PR,00-08,PART A PROVIDER - HOSPICE,1659732618,N,401576,244583177,HOSPICIO LUZ CELESTE LLC,HOSPICIO LUZ CELESTE,08/27/2015,PR,LLC,,P,H17A AVE LUIS MUNOZ MARIN,VILLA DEL CARMEN,CAGUAS,PR,7256159,01/2025
O20181023002856,TX,00-08,PART A PROVIDER - HOSPICE,1851885172,N,741671,9234482167,ELYSIAN HOSPICE SAN ANTONIO LLC,ELYSIAN HOSPICE,06/13/2018,TX,LLC,,P,8122 DATAPOINT DR,STE 410B,SAN ANTONIO,TX,78229,01/2025
O20181026001740,TX,00-08,PART A PROVIDER - HOSPICE,1265924294,N,741799,1951654680,AMEDICUS HOSPICE INC,,05/31/2018,TX,CORPORATION,,P,1017 W US HIGHWAY 175,,CRANDALL,TX,751142005,01/2025
O20181026001824,AR,00-08,PART A PROVIDER - HOSPICE,1619457181,N,41547,6800119298,"HEART OF HOSPICE, LLC",,05/30/2014,SC,LLC,,P,1401 S WALDRON RD,STE 201,FORT SMITH,AR,729032590,01/2025
O20181026001948,OK,00-08,PART A PROVIDER - HOSPICE,1134609605,N,371554,6800119298,"HEART OF HOSPICE, LLC",,05/30/2014,SC,LLC,,P,2703 N BROADWAY ST,STE A,POTEAU,OK,749535554,01/2025
O20181029000124,CA,00-08,PART A PROVIDER - HOSPICE,1063804763,N,A01615,9537412275,MISSION HOSPICE SERVICES OF RANCHO MIRAGE LLC,,02/19/2015,CA,CORPORATION,,P,71703 HIGHWAY 111,STE 1C,RANCHO MIRAGE,CA,922704478,01/2025
O20181029000654,AK,00-08,PART A PROVIDER - HOSPICE,1477047579,N,21500,6800149451,"ANCORA HOME HEALTH & HOSPICE, LLC",ANCORA HOME HEALTH & HOSPICE,01/18/2018,AK,LLC,,P,3831 E BLUE LUPINE DR,STE B,WASILLA,AK,996548461,01/2025
O20181029001582,MN,00-08,PART A PROVIDER - HOSPICE,1831649961,N,241605,3476815382,"CROWN CAPITAL STRATEGIES, LLC",INTERIM HEALTHCARE OF ROCHESTER,08/05/2016,MN,LLC,,P,2222 18TH AVE NW,STE 210,ROCHESTER,MN,559017724,01/2025
O20181029003142,TX,00-08,PART A PROVIDER - HOSPICE,1518489319,N,971566,941553556,TEXAS BEST CARE HOSPICE INC DBA ANOINTED HOSPICE INC,,08/28/2015,TX,CORPORATION,,P,801 E PLANO PKWY,STE 214,PLANO,TX,750746764,01/2025
O20181030002653,CA,00-08,PART A PROVIDER - HOSPICE,1871039487,N,B21699,9133472699,PURE CARE HOSPICE INC,,06/12/2015,CA,CORPORATION,,P,11911 ARTESIA BLVD,STE 208,CERRITOS,CA,907014065,01/2025
O20181031002373,TX,00-08,PART A PROVIDER - HOSPICE,1598099848,N,971523,1052440617,AMERICAN STAR HOME HEALTH CARE INC,AMERICAN STAR HOME HEALTH & HOSPICE CARE INC.,09/17/2009,TX,CORPORATION,,P,2345 50TH ST,STE 301,LUBBOCK,TX,794122573,01/2025
O20181031003036,CA,00-08,PART A PROVIDER - HOSPICE,1992154074,N,A01680,4789937129,"ALLIANCE HOSPICE & PALLIATIVE CARE, INC.",,07/31/2015,CA,CORPORATION,,P,11770 WARNER AVE,STE 201,FOUNTAIN VALLEY,CA,927082661,01/2025
O20181101000282,OH,00-08,PART A PROVIDER - HOSPICE,1942720388,N,361706,7012260474,"ALL CARING HOSPICE CINCINNATI DAYTON, LLC",SANCTUARY HOSPICE,02/16/2017,DE,LLC,,P,4660 DUKE DR,STE 120,MASON,OH,450408464,01/2025
O20181101001953,CA,00-08,PART A PROVIDER - HOSPICE,1538598131,N,751795,5597018994,LOS ROBLES HOSPICE,LOS ROBLES HEALTHCARE,08/09/2018,UT,CORPORATION,,P,1720 E GARRY AVE,STE 120,SANTA ANA,CA,927055832,01/2025
O20181102001051,WY,00-08,PART A PROVIDER - HOSPICE,1366929556,N,531529,2365795614,CARINGEDGE HOSPICE OF CASPER LLC,,07/02/2018,WY,LLC,,P,5870 E 2ND ST,,CASPER,WY,826094308,01/2025
O20181105000694,CA,00-08,PART A PROVIDER - HOSPICE,1689159303,N,A01663,7315290517,HUMANE HOSPICE CARE,,08/06/2018,CA,CORPORATION,,P,1811 W KATELLA AVE,STE 217,ANAHEIM,CA,928046658,01/2025
O20181107001308,AZ,00-08,PART A PROVIDER - HOSPICE,1235616954,N,31692,9436403680,DEPENDABLE HOSPICE AND PALLIATIVE CARE LLC,,06/18/2018,AZ,LLC,,P,1141 N EL DORADO PL,STE 300,TUCSON,AZ,857154623,01/2025
O20181108000319,CA,00-08,PART A PROVIDER - HOSPICE,1306330469,N,B51576,9335493444,LENUS CARE LLC,,06/06/2018,CA,LLC,,P,1707 EYE ST,STE 109,BAKERSFIELD,CA,933015208,01/2025
O20181109000202,TX,00-08,PART A PROVIDER - HOSPICE,1750885059,N,741793,547514614,OUR CARING HANDS HOSPICE AND PALLIATIVE CARE LLC,,,,LLC,,P,3420 CARMEN AVE,,RANCHO VIEJO,TX,785759548,01/2025
O20181112002483,TX,00-08,PART A PROVIDER - HOSPICE,1689188948,N,971575,8921352808,SPECTRUM HOSPICE INC,,11/27/2017,TX,CORPORATION,,P,2551 SOUTH SHORE BLVD.,SUITE A,LEAGUE CITY,TX,775732979,01/2025
O20181113000356,TX,00-08,PART A PROVIDER - HOSPICE,1073092045,N,671676,4385998285,ADORATION HOSPICE CARE TEXAS LLC,EMBRACE HOSPICE,07/16/2018,DE,LLC,,P,5835 CALLAGHAN RD,STE 600,SAN ANTONIO,TX,782281119,01/2025
O20181114001030,LA,00-08,PART A PROVIDER - HOSPICE,1053397877,N,191522,2466629522,NORTH OAKS MEDICAL CENTER LLC,,,,LLC,,N,15790 PAUL VEGA MD DR,,HAMMOND,LA,704031434,01/2025
O20181115000686,AZ,00-08,PART A PROVIDER - HOSPICE,1750857132,N,31688,3870847536,"ROYAL HOSPICE CARE, LLC",,08/29/2018,AZ,LLC,,P,14809 N 73RD ST,STE 202,SCOTTSDALE,AZ,852603104,01/2025
